CFFcropid,INSTCODE,ACCENUMB,COLLNUMB,COLLCODE,COLLNAME,COLLINSTADDRESS,COLLMISSID,GENUS,SPECIES,SPAUTHOR,SUBTAXA,SUBTAUTHOR,CROPNAME,ACCENAME,ACQDATE,ORIGCTY,COLLSITE,lat,lon,COORDUNCERT,COORDDATUM,GEOREFMETH,ELEVATION,COLLDATE,BREDCODE,BREDNAME,SAMPSTAT,ANCEST,COLLSRC,DONORCODE,DONORNAME,DONORNUMB,OTHERNUMB,DUPLSITE,DUPLINSTNAME,STORAGE,MLSSTAT,UUID,HISTORIC,ACCEURL,REMARKS
10001000051,NGA039,TDa-1443,IF/89/040,,,,,Dioscorea,alata,,,,yam,,,GHA,,7.3167,-2.6833,,,,-3,19890101,,,300,,,,,,,,,13;30,,639b9539-0004-4b0b-ac9a-1ef9c1a4fc17,,http://my.iita.org/accession2/accession/TDa-1443,
10001000051,NGA039,TDa-3273,IF/89/038,,,,,Dioscorea,alata,,,,yam,,,GHA,,7.3167,-2.6833,,,,-3,19890101,,,300,,,,,,,,,13;30,,f84c943c-0c4c-43b4-8790-0c8e74d0424e,,http://my.iita.org/accession2/accession/TDa-3273,
10001000051,NGA039,TDa-3274,IF/89/041,,,,,Dioscorea,alata,,,,yam,,,GHA,,7.3167,-2.6833,,,,-3,19890101,,,300,,,,,,,,,13;30,,f9af9a1a-7c3b-4c91-844e-b6c8347473a6,,http://my.iita.org/accession2/accession/TDa-3274,
10001000051,NGA039,TDa-3276,IF/89/042,,,,,Dioscorea,alata,,,,yam,,,GHA,,7.3167,-2.6833,,,,-3,19890101,,,300,,,,,,,,,13;30,,0bc17244-16f0-4782-a2bc-5d2ea2c48f65,,http://my.iita.org/accession2/accession/TDa-3276,
10001000051,NGA039,TDa-4052,95-23,,,,,Dioscorea,alata,,,,yam,,,GHA,"PRANG. B, TRIP",7.35806,-11.72083,,,,252,19950101,,,300,,,,,,,,,13;30,,5f37d173-9dd9-4673-9cd8-29661767b1c1,,http://my.iita.org/accession2/accession/TDa-4052,
10001000051,NGA039,TDa-4133,P003Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Pujehun,7.35806,-11.72083,,,,26,,,,300,,,,,,,,,13;30,,6234a33c-ce97-4293-895a-bed0ffe99c58,,http://my.iita.org/accession2/accession/TDa-4133,
10001000051,NGA039,TDa-4049,IN94A-84,,,,,Dioscorea,alata,,,,yam,,,BEN,"AJIBODE, AKINYELE LGA, OYO STATE",7.4708848,3.9018433,,,,252,,,,300,,,,,,,,,13;30,,b1ef2196-450b-455a-8136-96fe5ff6b937,,http://my.iita.org/accession2/accession/TDa-4049,
10001000051,NGA039,TDa-4055,95-290,,,,,Dioscorea,alata,,,,yam,,,BEN,"SOKKA, TRIP",7.5014243,3.9099205,,,,252,19950101,,,300,,,,,,,,,13;30,,a6e23647-8284-48e8-92cd-54c39735f1a7,,http://my.iita.org/accession2/accession/TDa-4055,
10001000051,NGA039,TDa-4060,BC12/0002,,,,,Dioscorea,alata,,,,yam,,,NGA,BIOTECH/TRIP,7.5014243,3.9099205,,,,252,,,,300,,,,,,,,,13;30,,a3ae9a14-329f-49eb-9f1b-d821530a45df,,http://my.iita.org/accession2/accession/TDa-4060,
10001000051,NGA039,TDa-4061,BC12/0010,,,,,Dioscorea,alata,,,,yam,,,NGA,BIOTECH/TRIP,7.5014243,3.9099205,,,,252,,,,300,,,,,,,,,13;30,,d09bb39f-2aa8-4658-847c-736c54f836f5,,http://my.iita.org/accession2/accession/TDa-4061,
10001000051,NGA039,TDa-4062,BC12/0031,,,,,Dioscorea,alata,,,,yam,,,NGA,BIOTECH/TRIP,7.5014243,3.9099205,,,,252,,,,300,,,,,,,,,13;30,,eb039792-7454-4d09-bd5d-c54be0ca9e33,,http://my.iita.org/accession2/accession/TDa-4062,
10001000051,NGA039,TDa-4063,95-22,,,,,Dioscorea,alata,,,,yam,,,GHA,TRIP,7.5014243,3.9099205,,,,252,19950101,,,300,,,,,,,,,13;30,,0facb33d-fe6b-42d2-8f91-99650141c041,,http://my.iita.org/accession2/accession/TDa-4063,
10001000051,NGA039,TDa-4124,B002Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Bonth,7.53,-12.51,,,,9,,,,300,,,,,,,,,13;30,,b6910b1b-feb0-440a-87ab-eff621e27f4c,,http://my.iita.org/accession2/accession/TDa-4124,
10001000051,NGA039,TDa-4148,B0001Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Bonth,7.53,-12.51,,,,9,,,,300,,,,,,,,,13;30,,18c15f18-24b3-4fee-b991-fd98caa26a6b,,http://my.iita.org/accession2/accession/TDa-4148,
10001000051,NGA039,TDa-1333,IF/89/036,,,,,Dioscorea,alata,,,,yam,,,GHA,,7.5332999,-2.0667,,,,303,19890101,,,300,,,,,,,,,13;30,,af9da269-d87b-4887-b58a-6d3a058a1def,,http://my.iita.org/accession2/accession/TDa-1333,
10001000051,NGA039,TDa-2851,IF/89/036,,,,,Dioscorea,alata,,,,yam,,,GHA,,7.5332999,-2.0667,,,,303,19890101,,,300,,,,,,,,,13;30,,3e20b189-3d0c-445d-bf50-8b75b350d0a5,,http://my.iita.org/accession2/accession/TDa-2851,
10001000051,NGA039,TDa-4141,M005Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Shenge,7.54167,-12.37306,,,,46,,,,300,,,,,,,,,13;30,,bb2f103b-8e81-4f61-95cf-9dd8e28b95ba,,http://my.iita.org/accession2/accession/TDa-4141,
10001000051,NGA039,TDa-1330,IF/89/033,,,,,Dioscorea,alata,,,,yam,,,GHA,,7.5500002,-1.2,,,,152,19890101,,,300,,,,,,,,,13;30,,7f4d92b9-4d62-4e61-87fb-0ef7bd675668,,http://my.iita.org/accession2/accession/TDa-1330,
10001000051,NGA039,TDa-2849,IF/89/033,,,,,Dioscorea,alata,,,,yam,,,GHA,,7.5500002,-1.2,,,,152,19890101,,,300,,,,,,,,,13;30,,120ee6bb-ba1b-4144-b6af-e3a84d93905a,,http://my.iita.org/accession2/accession/TDa-2849,
10001000051,NGA039,TDa-4054,95-27,,,,,Dioscorea,alata,,,,yam,,,GHA,"ATEBUBU, TRIP",7.7554,-0.9808,,,,252,19950101,,,300,,,,,,,,,13;30,,5bece1de-1fb7-4550-9995-b4290eae563f,,http://my.iita.org/accession2/accession/TDa-4054,
10001000051,NGA039,TDa-4137,K008Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Kenema,7.87667,-11.1875,,,,178,,,,300,,,,,,,,,13;30,,93d95209-cb7a-4370-814f-4cb2e9d290dc,,http://my.iita.org/accession2/accession/TDa-4137,
10001000051,NGA039,TDa-4138,K007Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Kenema,7.87667,-11.1875,,,,178,,,,300,,,,,,,,,13;30,,1b2c00e2-aae6-465f-9634-904cbeada60b,,http://my.iita.org/accession2/accession/TDa-4138,
10001000051,NGA039,TDa-4144,K009Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Hangha,7.94,-11.14,,,,82,,,,300,,,,,,,,,13;30,,1385bcd9-3dec-473c-8e20-f062a15c3779,,http://my.iita.org/accession2/accession/TDa-4144,
10001000051,NGA039,TDa-4042,,,,,,Dioscorea,alata,,,,yam,,,NGA,"KAMPANI ZONGO/AYA IGABI LGA, KDNA, STATE",8,-2,,,,508,,,,300,,,,,,,,,13;30,,b3bf1d32-f6fa-4762-a9fd-d694f43e5572,,http://my.iita.org/accession2/accession/TDa-4042,
10001000051,NGA039,TDa-4131,B019Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Mandu,8,-2,,,,121,,,,300,,,,,,,,,13;30,,539c3d8f-dd80-494c-b85b-516904dc64e8,,http://my.iita.org/accession2/accession/TDa-4131,
10001000051,NGA039,TDa-3943,IN94R-084,,,,,Dioscorea,alata,,,,yam,,,BEN,ZOU,8.0200005,2.1700001,,,,200,,,,300,,,,,,,,,13;30,,97db8f51-0d3a-4524-8c0e-27b9f441da10,,http://my.iita.org/accession2/accession/TDa-3943,
10001000051,NGA039,TDa-3911,NG 95/010,,,,,Dioscorea,alata,,,,yam,,,NGA,OGBOMOSO,8.0299997,4.1300001,,,,4,19950101,,,300,,,,,,,,,13;30,,6bce8d54-70eb-4b5f-8826-230c5ebfe87d,,http://my.iita.org/accession2/accession/TDa-3911,
10001000051,NGA039,TDa-3913,NG 95/007,,,,,Dioscorea,alata,,,,yam,,,NGA,OGBOMOSO,8.0299997,4.1300001,,,,252,19950101,,,300,,,,,,,,,13;30,,53a92f37-b273-4938-a46b-9285af6c77f8,,http://my.iita.org/accession2/accession/TDa-3913,
10001000051,NGA039,TDa-3920,NG 95/010,,,,,Dioscorea,alata,,,,yam,,,NGA,,8.0299997,4.1300001,,,,4,19950101,,,300,,,,,,,,,13;30,,7cbde468-217c-4fb4-b5b0-cba9166ac257,,http://my.iita.org/accession2/accession/TDa-3920,
10001000051,NGA039,TDa-4140,M008Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Mano,8.04,-12.1,,,,25,,,,300,,,,,,,,,13;30,,6b6846fe-ccb5-4b96-850e-11bfcc6c672e,,http://my.iita.org/accession2/accession/TDa-4140,
10001000051,NGA039,TDa-4125,M009Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Makonde,8.13,-12.85,,,,,,,,300,,,,,,,,,13;30,,1e624254-4bf2-47cf-a394-df3381a43bda,,http://my.iita.org/accession2/accession/TDa-4125,
10001000051,NGA039,TDa-3919,,,,,,Dioscorea,alata,,,,yam,,,BEN,OGBOMOSO,8.1333337,4.2666667,,,,341,,,,300,,,,,,,,,13;30,,50b0c1eb-82a4-42eb-8229-789e5a447c9b,,http://my.iita.org/accession2/accession/TDa-3919,
10001000051,NGA039,TDa-3130,RB-89 - 13,,,,,Dioscorea,alata,,,,yam,,,BEN,,8.2,2.37,,,,252,19890101,,,300,,,,,,,,,13;30,,a9629dff-f839-4b90-9d26-c8f9a1d7858f,,http://my.iita.org/accession2/accession/TDa-3130,
10001000051,NGA039,TDa-4127,B011Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Fulawahun,8.2451,-10.7124,,,,252,,,,300,,,,,,,,,13;30,,1b8cce9e-3789-45ac-b670-61433fd868bf,,http://my.iita.org/accession2/accession/TDa-4127,
10001000051,NGA039,TDa-4132,B020Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Fulawahun,8.2451,-10.7124,,,,252,,,,300,,,,,,,,,13;30,,ac266c3c-a8d9-42ac-8215-755764bb629a,,http://my.iita.org/accession2/accession/TDa-4132,
10001000051,NGA039,TDa-4136,B003Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Bumpe,8.35,-11.93,,,,252,,,,300,,,,,,,,,13;30,,2128bd11-047e-4a4c-af87-3e7dffb3cf54,,http://my.iita.org/accession2/accession/TDa-4136,
10001000051,NGA039,TDa-3900,IN94A-094,,,,,Dioscorea,alata,,,,yam,,,BEN,ZOU,8.4200001,1.92,,,,200,,,,300,,,,,,,,,13;30,,ab9193d1-f546-46bd-aeab-4eaa9c4ad3f7,,http://my.iita.org/accession2/accession/TDa-3900,
10001000051,NGA039,TDa-4146,K002Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Blama,8.4371,-11.4547,,,,118,,,,300,,,,,,,,,13;30,,7661f39d-b73d-40f6-9c05-068ec57f65dc,,http://my.iita.org/accession2/accession/TDa-4146,
10001000051,NGA039,TDa-4043,,,,,,Dioscorea,alata,,,,yam,,,NGA,"LABAR, IGABI LGA, KADUNA STATE",8.48333,8.51667,,,,152,,,,300,,,,,,,,,13;30,,29f44022-ef61-4ad9-af31-05c146a07612,,http://my.iita.org/accession2/accession/TDa-4043,
10001000051,NGA039,TDa-4128,B012Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Gumahun,8.5,-11.5,,,,303,,,,300,,,,,,,,,13;30,,2951eefe-702a-4e8c-98d2-c5f94e835feb,,http://my.iita.org/accession2/accession/TDa-4128,
10001000051,NGA039,TDa-4135,M002Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Sembehun Nestucker,8.5,-11.5,,,,119,,,,300,,,,,,,,,13;30,,bfcb0a39-2def-44e6-ad9b-474267262526,,http://my.iita.org/accession2/accession/TDa-4135,
10001000051,NGA039,TDa-4142,B007Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Sembehun 17,8.5,-11.5,,,,119,,,,300,,,,,,,,,13;30,,808c7cc1-d9a7-43f4-9d77-33a7db0ad425,,http://my.iita.org/accession2/accession/TDa-4142,
10001000051,NGA039,TDa-4145,B009Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Bendu,8.5,-11.5,,,,256,,,,300,,,,,,,,,13;30,,1e9d0c94-82ca-4954-bc55-83bf16f87aa5,,http://my.iita.org/accession2/accession/TDa-4145,
10001000051,NGA039,TDa-3945,IN96A-167,,,,,Dioscorea,alata,,,,yam,,,BEN,BORGOU,8.8800001,2.5799999,,,,465,,,,300,,,,,,,,,13;30,,311a6304-0538-431c-a1bd-160764c419c7,,http://my.iita.org/accession2/accession/TDa-3945,
10001000051,NGA039,TDa-3903,IN94A-108,,,,,Dioscorea,alata,,,,yam,,,BEN,ATACORA,8.9799995,1.67,,,,444,,,,300,,,,,,,,,13;30,,e82e6a12-f7b0-4ac5-a511-09fee276cd48,,http://my.iita.org/accession2/accession/TDa-3903,
10001000051,NGA039,TDa-3917,IN94A-109,,,,,Dioscorea,alata,,,,yam,,,BEN,ATACORA,8.9799995,1.67,,,,444,,,,300,,,,,,,,,13;30,,3150ea80-d11b-462f-907a-0efdf0cd4a91,,http://my.iita.org/accession2/accession/TDa-3917,
10001000051,NGA039,TDa-3794,IN94A-062,,,,,Dioscorea,alata,,,,yam,,,BEN,GOKANNA,9.0200005,2.5699999,,,,303,,,,300,,,,,,,,,13;30,,33115447-3a1c-4687-a72b-d890fe57aa8a,,http://my.iita.org/accession2/accession/TDa-3794,
10001000051,NGA039,TDa-3898,IN94A-61,,,,,Dioscorea,alata,,,,yam,,,BEN,BORGOU,9.0200005,2.5699999,,,,465,,,,300,,,,,,,,,13;30,,20d040be-4b16-43a7-8f8e-3c7245c73d53,,http://my.iita.org/accession2/accession/TDa-3898,
10001000051,NGA039,TDa-3922,IN94A-063,,,,,Dioscorea,alata,,,,yam,,,BEN,BORGOU,9.0200005,2.5699999,,,,465,,,,300,,,,,,,,,13;30,,a2cc4dba-19e6-4371-a202-a4250f74405b,,http://my.iita.org/accession2/accession/TDa-3922,
10001000051,NGA039,TDa-4044,IN94A-27,,,,,Dioscorea,alata,,,,yam,,,BEN,"GABI, LAPAI LGA, NIGER STATE",9.1000004,6.6333337,,,,,,,,300,,,,,,,,,13;30,,93e97dcd-b275-40a4-ad32-1f9d147685fb,,http://my.iita.org/accession2/accession/TDa-4044,
10001000051,NGA039,TDa-4045,IN94A-46,,,,,Dioscorea,alata,,,,yam,,,BEN,"GABI, LAPAI LGA, NIGER STATE",9.1000004,6.6333337,,,,,,,,300,,,,,,,,,13;30,,41f98ad4-bf8c-4c3a-8f9f-167756dda79c,,http://my.iita.org/accession2/accession/TDa-4045,
10001000051,NGA039,TDa-1327,GHA/89/071,,,,,Dioscorea,alata,,,,yam,,,GHA,,9.1332998,-1.55,,,,,19890101,,,300,,,,,,,,,13;30,,87999e23-a5e3-442b-890e-4d72223a6325,,http://my.iita.org/accession2/accession/TDa-1327,
10001000051,NGA039,TDa-2841,GHA/89/071,,,,,Dioscorea,alata,,,,yam,,,GHA,,9.1332998,-1.55,,,,-2,19890101,,,300,,,,,,,,,13;30,,11bea4a5-fc6d-4932-a4b1-6a5ea02e2326,,http://my.iita.org/accession2/accession/TDa-2841,
10001000051,NGA039,TDa-1328,GHA/89/073,,,,,Dioscorea,alata,,,,yam,,,GHA,,9.1999998,-2.4833,,,,309,19890101,,,300,,,,,,,,,13;30,,3704dbd6-023e-42a5-92fd-c933e8deaf00,,http://my.iita.org/accession2/accession/TDa-1328,
10001000051,NGA039,TDa-2835,GHA/89/073,,,,,Dioscorea,alata,,,,yam,,,GHA,,9.1999998,-2.4833,,,,309,,,,300,,,,,,,,,13;30,,873bb262-c9a1-4078-95ad-1ee2572b5953,,http://my.iita.org/accession2/accession/TDa-2835,
10001000051,NGA039,TDa-4047,IN94A-62,,,,,Dioscorea,alata,,,,yam,,,BEN,"NDABARISHI, KATCHA LGA, NIGER STATE",9.28333,5.05,,,,,,,,300,,,,,,,,,13;30,,0ab090a1-9582-4e9d-95ec-4b11e7f92431,,http://my.iita.org/accession2/accession/TDa-4047,
10001000051,NGA039,TDa-4046,IN94A-57,,,,,Dioscorea,alata,,,,yam,,,BEN,"KATAEREGI, KATCHA LGA, NIGER STATE",9.3371178,6.2999997,,,,252,,,,300,,,,,,,,,13;30,,3eeca81f-bba9-4252-b599-1ba2be7a8bdf,,http://my.iita.org/accession2/accession/TDa-4046,
10001000051,NGA039,TDa-4126,M010Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Kargahun,9.35,6.3,,,,151,,,,300,,,,,,,,,13;30,,3f233dba-83ad-4bbd-9b83-70274342c738,,http://my.iita.org/accession2/accession/TDa-4126,
10001000051,NGA039,TDa-4147,K014Y,,,,,Dioscorea,alata,,,,yam,,,SLE,Serabii,9.5,2.25,,,,,,,,300,,,,,,,,,13;30,,0ac7c07d-a943-421d-b423-14a713a37ca4,,http://my.iita.org/accession2/accession/TDa-4147,
10001000051,NGA039,TDa-4197,2 0,,,,,Dioscorea,alata,,,,yam,,,,Soyime,9.5,2.25,,,,,,,,300,,,,,,,,,13;30,,f9e0ee1f-f0e0-46fe-8d83-8bf7e5ae079a,,http://my.iita.org/accession2/accession/TDa-4197,
10001000051,NGA039,TDa-3784,IN94R-118,,,,,Dioscorea,alata,,,,yam,,,BEN,SEROU,9.6700001,1.72,,,,379,,,,300,,,,,,,,,13;30,,6876b2ef-497d-491e-a369-6b7d565a3e76,,http://my.iita.org/accession2/accession/TDa-3784,
10001000051,NGA039,TDa-3916,IN94A-057,,,,,Dioscorea,alata,,,,yam,,,BEN,BORGOU,9.6700001,1.67,,,,465,,,,300,,,,,,,,,13;30,,5d6a0350-47cc-440b-8397-af2eeff2be72,,http://my.iita.org/accession2/accession/TDa-3916,
10001000051,NGA039,TDa-3937,IN94A-116,,,,,Dioscorea,alata,,,,yam,,,BEN,ATACORA,9.6700001,1.72,,,,444,,,,300,,,,,,,,,13;30,,d0da0dac-01a6-4460-9f2e-df285f4d9685,,http://my.iita.org/accession2/accession/TDa-3937,
10001000051,NGA039,TDa-4064,93-76,,,,,Dioscorea,alata,,,,yam,,,NGA,TRIP - JOS,9.733333333,8.833333333,,,,252,19930101,,,300,,,,,,,,,13;30,,03b36765-6331-4cde-b006-1125ddeac662,,http://my.iita.org/accession2/accession/TDa-4064,
10001000051,NGA039,TDa-3902,IN94A-153,,,,,Dioscorea,alata,,,,yam,,,BEN,BORGOU,9.75,2.25,,,,465,,,,300,,,,,,,,,13;30,,915d25a4-2edf-4594-b4e5-748746d6b6bc,,http://my.iita.org/accession2/accession/TDa-3902,
10001000051,NGA039,TDa-3901,IN94A-027,,,,,Dioscorea,alata,,,,yam,,,BEN,BORGOU,9.8500004,2.7,,,,465,,,,300,,,,,,,,,13;30,,8872ba3e-b66e-4f54-b109-f8f0bea9f7d2,,http://my.iita.org/accession2/accession/TDa-3901,
10001000051,NGA039,TDa-3914,IN94A-037,,,,,Dioscorea,alata,,,,yam,,,NGA,BORGOU,9.8500004,2.7,,,,,19940101,,,300,,,,,,,,,13;30,,9609c5bf-81fa-457c-b2e1-81e925a61f65,,http://my.iita.org/accession2/accession/TDa-3914,
10001000051,NGA039,TDa-3927,IN94A-046,,,,,Dioscorea,alata,,,,yam,,,BEN,BORGOU,9.8500004,2.7,,,,465,,,,300,,,,,,,,,13;30,,2a0adf9b-d9d1-4e68-9cba-0ac5ea702c6d,,http://my.iita.org/accession2/accession/TDa-3927,
10001000051,NGA039,TDa-3789,IN94A-006,,,,,Dioscorea,alata,,,,yam,,,BEN,BIRO,9.9200001,2.9300001,,,,508,,,,300,,,,,,,,,13;30,,af67b3b0-d996-4b3c-be7b-b1eddd2437d0,,http://my.iita.org/accession2/accession/TDa-3789,
10001000051,NGA039,TDa-4051,95-164,,,,,Dioscorea,alata,,,,yam,,,NGA,"TRIP- MBIRI, DELTA STATE",10,8,,,,252,19950101,,,300,,,,,,,,,13;30,,b4766b37-ed48-4924-8c13-d6609f1a34aa,,http://my.iita.org/accession2/accession/TDa-4051,
10001000051,NGA039,TDa-4056,95-75,,,,,Dioscorea,alata,,,,yam,,,NGA,TRIP - OSHOKOSHOKO VIA LOKOJA,10,8,,,,252,19950101,,,300,,,,,,,,,13;30,,d89c048a-5cd8-4012-939d-4f7a033ce127,,http://my.iita.org/accession2/accession/TDa-4056,
10001000051,NGA039,TDa-4059,,,,,,Dioscorea,alata,,,,yam,,,NGA,"TRIP - MBIRI, DELTA STAT",10,8,,,,252,,,,300,,,,,,,,,13;30,,387b423b-d59b-44e2-b658-e1b76ca085d1,,http://my.iita.org/accession2/accession/TDa-4059,
10001000051,NGA039,TDa-4114,BF-98-23,,,,,Dioscorea,alata,,,,yam,,,BFA,Bouara,10,8,,,,,,,,300,,,,,,,,,13;30,,d4c5a1d7-04a2-4b4b-831b-33e3f93ba9c9,,http://my.iita.org/accession2/accession/TDa-4114,
10001000051,NGA039,TDa-4116,BF-98-28,,,,,Dioscorea,alata,,,,yam,,,BFA,Bouara,10,8,,,,,,,,300,,,,,,,,,13;30,,33cc630e-fe03-4c71-b380-a5074852e883,,http://my.iita.org/accession2/accession/TDa-4116,
10001000051,NGA039,TDa-3929,IN94A-013,,,,,Dioscorea,alata,,,,yam,,,BEN,BORGOU,10.15,3.23,,,,465,,,,300,,,,,,,,,13;30,,cccd0922-4fe7-4727-b8a2-7007669a94fb,,http://my.iita.org/accession2/accession/TDa-3929,
10001000051,NGA039,TDa-3941,,,,,,Dioscorea,alata,,,,yam,,,BEN,BORGOU,10.4833,1.55,,,,465,,,,300,,,,,,,,,13;30,,ec646a87-35de-4261-8b21-b057f0cccf22,,http://my.iita.org/accession2/accession/TDa-3941,
10001000051,NGA039,TDa-3938,,,,,,Dioscorea,alata,,,,yam,,,BEN,ATACORA,10.7499995,1.6666665,,,,444,,,,300,,,,,,,,,13;30,,1cd49edb-7f0a-4e31-982d-485e3530b3f6,,http://my.iita.org/accession2/accession/TDa-3938,
10001000051,NGA039,TDa-3939,,,,,,Dioscorea,alata,,,,yam,,,BEN,ATACORA,10.7499995,1.6666665,,,,444,,,,300,,,,,,,,,13;30,,d7d88af3-e1d1-4dac-84ca-9023b81b24b0,,http://my.iita.org/accession2/accession/TDa-3939,
10001000051,NGA039,TDa-3942,,,,,,Dioscorea,alata,,,,yam,,,BEN,ATACORA,10.7499995,1.6666665,,,,444,,,,300,,,,,,,,,13;30,,7879eaa9-4507-4816-87fb-667c405f07e0,,http://my.iita.org/accession2/accession/TDa-3942,
10001000051,NGA039,TDa-4115,BF-98-25,,,,,Dioscorea,alata,,,,yam,,,BFA,Ti,11.05,-2.45,,,,301,,,,300,,,,,,,,,13;30,,eda7dd37-9f30-4c7b-bfb6-8197203846af,,http://my.iita.org/accession2/accession/TDa-4115,
10001000051,NGA039,TDa-4112,BF-98-04,,,,,Dioscorea,alata,,,,yam,,,BFA,Sogolo,11.75,2.1666667,,,,305,,,,300,,,,,,,,,13;30,,54ab4571-4676-4a11-9597-298bf5588287,,http://my.iita.org/accession2/accession/TDa-4112,
